question,answer
who is the coach for the ottawa senators,Dave Cameron
who is the coach for the ottawa senators,Dave Cameron
what was the actual year that the movie regarding the titans took place,2009
what was the actual year that the movie regarding the titans took place,2009
what was the actual year that the movie regarding the titans took place,2009
what is the scientific name for the calf muscle,Deltoid
what is the scientific name for the calf muscle,Deltoid
what is the scientific name for the calf muscle,Vastus lateralis
when did the international space station go into space,1998
when did the international space station go into space,1998
when did the international space station go into space,1998
who led the conquest of the incas in south america,Francisco Pizarro
who led the conquest of the incas in south america,Francisco Pizarro
who led the conquest of the incas in south america,Francisco Pizarro
who was the buccaneers qb when they won the superbowl,Brad Johnson
who was the buccaneers qb when they won the superbowl,Brad Johnson
who was the buccaneers qb when they won the superbowl,Brad Johnson
who sang the original scooby doo theme song,Jerry Reed
who sang the original scooby doo theme song,Jerry Reed
who sang the original scooby doo theme song,Jerry Reed
who wrote there's a guy works down the chip shop lyrics,Frank Skinner
who wrote there's a guy works down the chip shop lyrics,Frank Skinner
who wrote there's a guy works down the chip shop lyrics,Frank Skinner
why is the red river named the red river,its color
why is the red river named the red river,its color
why is the red river named the red river,its color
where do the question marks go in spanish,¡Hay! (There are)
where do the question marks go in spanish,¡Hay! (There are)
where do the question marks go in spanish,¡Hay! (There are)
mainland greece is a body of land with water on three sides called,Peloponnese
mainland greece is a body of land with water on three sides called,Peloponnese
mainland greece is a body of land with water on three sides called,Peloponnese
the grand tour season 2 episode 2 celebrity guests,James May
the grand tour season 2 episode 2 celebrity guests,James May
the grand tour season 2 episode 2 celebrity guests,James May
who sings two pints of lager and a packet of crisps,Frank Skinner
who sings two pints of lager and a packet of crisps,Frank Skinner
who sings two pints of lager and a packet of crisps,Frank Skinner
what's the nba record for most points in a half,70
what's the nba record for most points in a half,70
what's the nba record for most points in a half,70
what is the meaning of the word autumn,Autumn = Fall
what is the meaning of the word autumn,Autumn = Fall
what is the meaning of the word autumn,Autumn = Fall
who is the king and queen of the netherlands,Queen Maxima
who is the king and queen of the netherlands,Queen Maxima
who is the king and queen of the netherlands,Queen Maxima
forney's sister in where the heart is,is Jo
forney's sister in where the heart is,is Jo
forney's sister in where the heart is,is Jo
who validated the civil rights movement by proclaiming we shall overcome,King Jr
who validated the civil rights movement by proclaiming we shall overcome,King Jr
who validated the civil rights movement by proclaiming we shall overcome,King Jr
computer based models of real life situation are called,Simulations
computer based models of real life situation are called,Simulations
computer based models of real life situation are called,Simulations
a bond that the issuer has the right to pay off before its maturity date,Callable bond
a bond that the issuer has the right to pay off before its maturity date,Callable bond
a bond that the issuer has the right to pay off before its maturity date,Callable bond
when did the nfl start playing in london,2007
when did the nfl start playing in london,2007
when did the nfl start playing in london,2007
why was the plague that struck athens so devastating,Athens' weakened military
why was the plague that struck athens so devastating,Athens' weakened military
why was the plague that struck athens so devastating,Athens' weakened military
what is the name of manchester united stadium,Old Trafford
what is the name of manchester united stadium,Old Trafford
what is the name of manchester united stadium,Old Trafford
when did canada sign the un declaration of indigenous rights,2016
when did canada sign the un declaration of indigenous rights,2016
when did canada sign the un declaration of indigenous rights,2016
when will miraculous season 2 episode 11 be released,Soon
when will miraculous season 2 episode 11 be released,Soon
when will miraculous season 2 episode 11 be released,Soon
where was the iceberg that the titanic hit,North Atlantic
where was the iceberg that the titanic hit,North Atlantic
where was the iceberg that the titanic hit,North Atlantic
country with most olympic gold medals all time,United States
country with most olympic gold medals all time,United States
country with most olympic gold medals all time,United States
papayas were suffering from what pathogen on the big island of hawaii,Papaya Ringspot Virus
papayas were suffering from what pathogen on the big island of hawaii,Papaya Ringspot Virus
papayas were suffering from what pathogen on the big island of hawaii,Papaya Ringspot Virus
how to find the publication date of a wikipedia article,article's sidebar
how to find the publication date of a wikipedia article,article's sidebar
how to find the publication date of a wikipedia article,article's sidebar
when does thomas rhett's new album come out,Spring 2023
when does thomas rhett's new album come out,Spring 2023
when does thomas rhett's new album come out,Spring 2023
what is the second book in the alchemyst series,Sabriel
what is the second book in the alchemyst series,Sabriel
what is the second book in the alchemyst series,Sabriel
who sings angel of the morning in deadpool,Mercy
who sings angel of the morning in deadpool,Mercy
who sings angel of the morning in deadpool,Mercy
what is non controlling interest on balance sheet,Noncontrolling interest
what is non controlling interest on balance sheet,Noncontrolling interest
what is non controlling interest on balance sheet,Noncontrolling interest
who wrote knock knock knocking on heavens door,Bob Dylan
who wrote knock knock knocking on heavens door,Bob Dylan
who wrote knock knock knocking on heavens door,Bob Dylan
who is often associated with printing the first book using moveable type in germany,Johannes Gutenberg
who is often associated with printing the first book using moveable type in germany,Johannes Gutenberg
who is often associated with printing the first book using moveable type in germany,Johannes Gutenberg
where did the tradition of the pinata come from,Mexico
where did the tradition of the pinata come from,Mexico
where did the tradition of the pinata come from,Mexico
what is the definition of ph in water,water: 7.0
what is the definition of ph in water,water: 7.0
what is the definition of ph in water,water: 7.0
where does the saying keeping up with the jones come from,Jones
where does the saying keeping up with the jones come from,Jones
where does the saying keeping up with the jones come from,Jones
who hung the lanterns in the old north church,Reverend Samuel Prescott
who hung the lanterns in the old north church,Reverend Samuel Prescott
who hung the lanterns in the old north church,Reverend Samuel Prescott
who is the original singer of fool if you think it's over,Steve Winwood
who is the original singer of fool if you think it's over,Steve Winwood
who is the original singer of fool if you think it's over,Steve Winwood
what does the phrase tippecanoe and tyler too mean,Van Buren
what does the phrase tippecanoe and tyler too mean,Van Buren
what does the phrase tippecanoe and tyler too mean,Van Buren
when's the last time army won the army navy game,2019
when's the last time army won the army navy game,2019
when's the last time army won the army navy game,2019
is coca cola a public or private company,public company
is coca cola a public or private company,public company
is coca cola a public or private company,public company
when did all night long come out lionel richie,1983
when did all night long come out lionel richie,1983
when did all night long come out lionel richie,1983
who won best boy band i heart radio music awards,*NSYNC
who won best boy band i heart radio music awards,*NSYNC
who won best boy band i heart radio music awards,*NSYNC
what is the source of electrons during photosynthesis,Water
what is the source of electrons during photosynthesis,Water
what is the source of electrons during photosynthesis,Water
who was the first president of the constituent assembly,Jawaharlal Nehru
who was the first president of the constituent assembly,Jawaharlal Nehru
who was the first president of the constituent assembly,Jawaharlal Nehru
which is the lion's mane jellyfish's species within its genus,Cyanea
which is the lion's mane jellyfish's species within its genus,Cyanea
which is the lion's mane jellyfish's species within its genus,Cyanea
first day collection of mission china assamese film,20 Lakhs
first day collection of mission china assamese film,20 Lakhs
first day collection of mission china assamese film,20 Lakhs
what book of the bible is the song of solomon in,Song of Solomon
what book of the bible is the song of solomon in,Song of Solomon
what book of the bible is the song of solomon in,Song of Solomon
who played cory's older brother on boy meets world,Will Friedle
who played cory's older brother on boy meets world,Will Friedle
who played cory's older brother on boy meets world,Will Friedle
when does buffy tell her friends she was in heaven,Yoko Factor
when does buffy tell her friends she was in heaven,Yoko Factor
when does buffy tell her friends she was in heaven,Yoko Factor
when does elena turn into a vampire in the tv series,Season 2
when does elena turn into a vampire in the tv series,Season 2
when does elena turn into a vampire in the tv series,Season 2
what percentage of sunlight is captured by plants to convert it into food energy,20
what percentage of sunlight is captured by plants to convert it into food energy,20
what percentage of sunlight is captured by plants to convert it into food energy,20
who does the civil rights act of 1964 protect,Protects individuals
who does the civil rights act of 1964 protect,Protects individuals
who does the civil rights act of 1964 protect,Protects individuals
where was the 3/5 compromise originally stated in the constitution,Sec. 3
where was the 3/5 compromise originally stated in the constitution,Sec. 3
where was the 3/5 compromise originally stated in the constitution,Sec. 3
what type of car is a jeep considered,an SUV
what type of car is a jeep considered,an SUV
what type of car is a jeep considered,an SUV
who won the champions league final in 2016,Real Madrid
who won the champions league final in 2016,Real Madrid
who won the champions league final in 2016,Real Madrid
what does the sun represent on the uruguay flag,Fire
what does the sun represent on the uruguay flag,Fire
what does the sun represent on the uruguay flag,Fire
various artists the secret of my success songs,Bruce Springsteen
various artists the secret of my success songs,Bruce Springsteen
various artists the secret of my success songs,Bruce Springsteen
who is the all time leading scorer in ncaa tournament history,UConn's Kemba Walker
who is the all time leading scorer in ncaa tournament history,UConn's Kemba Walker
who is the all time leading scorer in ncaa tournament history,UConn's Kemba Walker
this inventor co-created the film fred ott’s sneeze,Fred Ott
this inventor co-created the film fred ott’s sneeze,Fred Ott
this inventor co-created the film fred ott’s sneeze,Fred Ott
what is the time setting of game of thrones,700s
what is the time setting of game of thrones,700s
what is the time setting of game of thrones,700s
who is the originator of the plan-do-check-act model of performance improvement,Edwards Deming
who is the originator of the plan-do-check-act model of performance improvement,Edwards Deming
who is the originator of the plan-do-check-act model of performance improvement,Edwards Deming
who is the current director of the us mint,J. Ryder
who is the current director of the us mint,J. Ryder
who is the current director of the us mint,J. Ryder
where is dakar located on the world map,located in Senegal
where is dakar located on the world map,located in Senegal
where is dakar located on the world map,located in Senegal
when did harvard become an ivy league school,1634
when did harvard become an ivy league school,1634
when did harvard become an ivy league school,1634
who warned europe to stay out of the americas,Bartolomeu Dias
who warned europe to stay out of the americas,Bartolomeu Dias
who warned europe to stay out of the americas,Bartolomeu Dias
what is a second line parade in new orleans,Mardi Gras
what is a second line parade in new orleans,Mardi Gras
what is a second line parade in new orleans,Mardi Gras
where will be the next olympics be held,Tokyo
where will be the next olympics be held,Tokyo
where will be the next olympics be held,Tokyo
once upon time in india kis film ka tag line hai,Sholay
once upon time in india kis film ka tag line hai,Sholay
once upon time in india kis film ka tag line hai,Sholay
another name for a hairpin bend crossword clue,Loop
another name for a hairpin bend crossword clue,Loop
another name for a hairpin bend crossword clue,Loop
when does the nba season end this year,June
when does the nba season end this year,June
when does the nba season end this year,June
what year does the quiet man take place,1940
what year does the quiet man take place,1940
what year does the quiet man take place,1940
who began the age of exploration in portugal,Vasco da Gama
who began the age of exploration in portugal,Vasco da Gama
who began the age of exploration in portugal,Vasco da Gama
the secret of crickley hall how many episodes,6
the secret of crickley hall how many episodes,6
the secret of crickley hall how many episodes,6
legislation regarding data protection and security in uk,GDPR
legislation regarding data protection and security in uk,GDPR
legislation regarding data protection and security in uk,GDPR
what is the movie dazed and confused about,about... (1993)
what is the movie dazed and confused about,about... (1993)
what is the movie dazed and confused about,about... (1993)
who did corbin dance with on dancing with the stars,Peta Murgatroyd
who did corbin dance with on dancing with the stars,Peta Murgatroyd
who did corbin dance with on dancing with the stars,Peta Murgatroyd
which is one effect of the team halo effect,Bias
which is one effect of the team halo effect,Bias
which is one effect of the team halo effect,Bias
when is chinese new year and what year is it,"8, 2023"
when is chinese new year and what year is it,"8, 2023"
when is chinese new year and what year is it,"8, 2023"
india participated olympic hockey for the first time,1928
india participated olympic hockey for the first time,1928
india participated olympic hockey for the first time,1928
who wrote shes always a woman to me,Joni Mitchell
who wrote shes always a woman to me,Joni Mitchell
who wrote shes always a woman to me,Joni Mitchell
who has the highest paid contract in the nba,Stephen Curry
who has the highest paid contract in the nba,Stephen Curry
who has the highest paid contract in the nba,Stephen Curry
who plays mr wilson in dennis the menace,MR. WILSON
who plays mr wilson in dennis the menace,MR. WILSON
who plays mr wilson in dennis the menace,MR. WILSON
who wrote got this feeling in my body,Drake
who wrote got this feeling in my body,Drake
who wrote got this feeling in my body,Drake
where does prime rib come from on a cow,Rib
where does prime rib come from on a cow,Rib
where does prime rib come from on a cow,Rib
who sang it my party and i'll cry if i want to in the 80,Cyndi Lauper
who sang it my party and i'll cry if i want to in the 80,Cyndi Lauper
who sang it my party and i'll cry if i want to in the 80,Cyndi Lauper
where does a brisket come from on a cow,a cow
where does a brisket come from on a cow,a cow
where does a brisket come from on a cow,a cow
what is the meaning of 4wd in cars,Four-wheel drive
what is the meaning of 4wd in cars,Four-wheel drive
what is the meaning of 4wd in cars,Four-wheel drive
what was the original purpose of the kremlin,Moscow's princes
what was the original purpose of the kremlin,Moscow's princes
what was the original purpose of the kremlin,Moscow's princes
birth certificates are most often completed by the department,Department
birth certificates are most often completed by the department,Department
birth certificates are most often completed by the department,Department
who are the cast members of ncis new orleans,Shalita Grant
who are the cast members of ncis new orleans,Shalita Grant
who are the cast members of ncis new orleans,Shalita Grant
how did they come up with the name twenty one pilots,Josh Dun
how did they come up with the name twenty one pilots,Josh Dun
how did they come up with the name twenty one pilots,Josh Dun
what's the significance of the boston massacre,American history
what's the significance of the boston massacre,American history
what's the significance of the boston massacre,American history
who is the young man in hawthorne's my kinsman major molineux,Major Molineux
who is the young man in hawthorne's my kinsman major molineux,Major Molineux
who is the young man in hawthorne's my kinsman major molineux,Major Molineux
when did the log flume closed at alton towers,Closed in 2008
when did the log flume closed at alton towers,Closed in 2008
when did the log flume closed at alton towers,Closed in 2008
what is the meaning of lord shiva lingam,cosmic energy
what is the meaning of lord shiva lingam,cosmic energy
what is the meaning of lord shiva lingam,cosmic energy
when does season 8 for blue bloods start,"28, 2018"
when does season 8 for blue bloods start,"28, 2018"
when does season 8 for blue bloods start,"28, 2018"
who wrote the original little red riding hood story,Charles Perrault
who wrote the original little red riding hood story,Charles Perrault
who wrote the original little red riding hood story,Charles Perrault
who were the major countries involved in the cold war,Soviet Union
who were the major countries involved in the cold war,Soviet Union
who were the major countries involved in the cold war,Soviet Union
when did the last volcano erupt in iceland,2022
when did the last volcano erupt in iceland,2022
when did the last volcano erupt in iceland,2022
what are the roles of international monetary fund,policy advice
what are the roles of international monetary fund,policy advice
what are the roles of international monetary fund,policy advice
song have i told you lately i love you,Love
song have i told you lately i love you,Love
song have i told you lately i love you,Love
where did maria work in west side story,Lincoln Center
where did maria work in west side story,Lincoln Center
where did maria work in west side story,Lincoln Center
who was the chicago bears quarterback last year,Mitchell Trubisky
who was the chicago bears quarterback last year,Mitchell Trubisky
who was the chicago bears quarterback last year,Mitchell Trubisky
where did the world's largest recorded wave occur,"Nazaré, Portugal"
where did the world's largest recorded wave occur,"Nazaré, Portugal"
where did the world's largest recorded wave occur,"Nazaré, Portugal"
when did day light savings start in the us,March 1918
when did day light savings start in the us,March 1918
when did day light savings start in the us,March 1918
who is the present president of assam sahitya sabha,Dr. Bhubaneswar Bora
who is the present president of assam sahitya sabha,Dr. Bhubaneswar Bora
who is the present president of assam sahitya sabha,Dr. Bhubaneswar Choudhury
what is use case model in software engineering,software engineering
what is use case model in software engineering,software engineering
what is use case model in software engineering,software engineering
who was last person to be executed in us,Dustin Higgs
who was last person to be executed in us,Dustin Higgs
who was last person to be executed in us,Dustin Higgs
where are trigger points located in the body,located in muscles
where are trigger points located in the body,located in muscles
where are trigger points located in the body,located in muscles
where does the expression as the crow flies come from,Crow flies
where does the expression as the crow flies come from,Crow flies
where does the expression as the crow flies come from,Crow flies
panic at the disco song about a wedding,I'm Not Okay
panic at the disco song about a wedding,I'm Not Okay
panic at the disco song about a wedding,I'm Not Okay
what is the movie about six degrees of separation,Separation
what is the movie about six degrees of separation,Separation
what is the movie about six degrees of separation,Separation
when was the internet introduced to the public,1991
when was the internet introduced to the public,1991
when was the internet introduced to the public,1991
who sings the wizards of waverly place theme song,Selena Gomez
who sings the wizards of waverly place theme song,Selena Gomez
who sings the wizards of waverly place theme song,Selena Gomez
where does trick or treat for unicef money go,Unicef
where does trick or treat for unicef money go,Unicef
where does trick or treat for unicef money go,Unicef
book series about the end of the world,"Lost"" series"
book series about the end of the world,"Lost"" series"
book series about the end of the world,"Lost"" series"
who sang heard it thru the grapevine first,Marvin Gaye
who sang heard it thru the grapevine first,Marvin Gaye
who sang heard it thru the grapevine first,Marvin Gaye
who sings the theme song for the proud family,Lizzie McGuire
who sings the theme song for the proud family,Lizzie McGuire
who sings the theme song for the proud family,Lizzie McGuire
when does ellen's new game show start,Tonight
when does ellen's new game show start,Tonight
when does ellen's new game show start,Tonight
who built pedestrian bridge at florida international university,FIU
who built pedestrian bridge at florida international university,FIU
who built pedestrian bridge at florida international university,FIU
how many ceos of fortune 500 companies are female,27
how many ceos of fortune 500 companies are female,27
how many ceos of fortune 500 companies are female,27
the area enclosed by hysteresis loop is a measure of,Energy
the area enclosed by hysteresis loop is a measure of,Energy
the area enclosed by hysteresis loop is a measure of,Energy
what is the name of india 29 state,Andhra Pradesh
what is the name of india 29 state,Andhra Pradesh
what is the name of india 29 state,Andhra Pradesh
where are the san juan mountains in new mexico,New Mexico
where are the san juan mountains in new mexico,New Mexico
where are the san juan mountains in new mexico,New Mexico
who plays jimmy's mom in 8 mile,Mia Farrow
who plays jimmy's mom in 8 mile,Mia Farrow
who plays jimmy's mom in 8 mile,Mia Farrow
in the texas legislature the house has members and the senate has,House
in the texas legislature the house has members and the senate has,House
in the texas legislature the house has members and the senate has,House
